Registration Date,Quantity Industry Registration,Sales Type,Manufacturer Description,Month
2023-04-28,6,2,JAC,4
2023-04-28,92,2,PEUGEOT                            ,4
2023-04-28,1,2,MCLAREN,4
2023-04-28,152,1,NISSAN                             ,4
2023-04-28,14,2,BYD,4
2023-04-28,22,2,DODGE                              ,4
2023-04-28,33,1,HONDA                              ,4
2023-04-28,1,2,BENTLEY,4
2023-04-28,227,2,NISSAN                             ,4
2023-04-28,1108,1,VOLKSWAGEN                         ,4
2023-04-28,46,2,MITSUBISHI                         ,4
2023-04-28,6,2,MARCOPOLO,4
2023-04-28,22,2,PORSCHE                            ,4
2023-04-28,2425,1,FIAT                               ,4
2023-04-28,1,1,SCANIA                             ,4
2023-04-28,645,1,RENAULT                            ,4
2023-04-28,33,2,DAF,4
2023-04-28,916,2,VOLKSWAGEN                         ,4
2023-04-28,477,2,HYUNDAI                            ,4
2023-04-28,48,1,FORD,4
2023-04-28,3,2,GREAT WALL,4
2023-04-28,1,2,FERRARI                            ,4
2023-04-28,665,1,JEEP,4
2023-04-28,34,2,LAND ROVER                         ,4
2023-04-28,147,2,MERCEDES-BENZ                      ,4
2023-04-28,29,2,SCANIA                             ,4
2023-04-28,41,1,MITSUBISHI                         ,4
2023-04-28,4,2,EFFA MOTORS,4
2023-04-28,167,2,FORD,4
2023-04-28,417,2,HONDA                              ,4
2023-04-28,8,2,LEXUS,4
2023-04-28,105,1,PEUGEOT                            ,4
2023-04-28,10,1,BMW                             ,4
2023-04-28,114,2,CHERY,4
2023-04-28,444,2,RENAULT                            ,4
2023-04-28,4,1,DAF,4
2023-04-28,170,2,CITROEN                            ,4
2023-04-28,116,2,VOLVO                              ,4
2023-04-28,130,1,CITROEN                            ,4
2023-04-28,11,1,CHERY,4
2023-04-28,1,2,WAKE,4
2023-04-28,63,2,IVECO                              ,4
2023-04-28,26,1,AUDI                               ,4
2023-04-28,31,1,MERCEDES-BENZ                      ,4
2023-04-28,2,1,VOLVO                              ,4
2023-04-28,1,2,OTHERS,4
2023-04-28,1,2,DONGFENG,4
2023-04-28,8,2,MINI,4
2023-04-28,990,1,HYUNDAI                            ,4
2023-04-28,239,1,TOYOTA                             ,4
2023-04-28,786,2,FIAT                               ,4
2023-04-29,83,2,VOLKSWAGEN                         ,4
2023-04-29,19,2,HONDA                              ,4
2023-04-29,4,2,MITSUBISHI                         ,4
2023-04-29,40,2,MERCEDES-BENZ                      ,4
2023-04-29,5,2,CHERY,4
2023-04-29,3,2,BMW                             ,4
2023-04-29,126,1,VOLKSWAGEN                         ,4
2023-04-29,1,1,CHERY,4
2023-04-29,29,2,RENAULT                            ,4
2023-04-29,45,2,JEEP,4
2023-04-29,4,2,CITROEN                            ,4
2023-04-29,1,2,PEUGEOT                            ,4
2023-04-29,1,2,KIA                                ,4
2023-04-29,1,2,MINI,4
2023-04-29,1,1,HONDA                              ,4
2023-04-29,2,1,DODGE                              ,4
2023-04-29,1,1,HYUNDAI                            ,4
2023-04-29,1,1,NISSAN                             ,4
2023-04-29,1,2,FORD,4
2023-04-29,34,2,FIAT                               ,4
2023-04-29,3,1,AUDI                               ,4
2023-04-29,12,1,JEEP,4
2023-04-29,12,2,NISSAN                             ,4
2023-04-29,6,1,TOYOTA                             ,4
2023-04-29,2,1,MERCEDES-BENZ                      ,4
2023-04-29,49,2,TOYOTA                             ,4
2023-04-29,68,1,RENAULT                            ,4
2023-04-29,29,2,HYUNDAI                            ,4
2023-04-29,75,1,FIAT                               ,4
2023-04-29,4,2,SCANIA                             ,4
2023-04-29,1,2,IVECO                              ,4
2023-04-29,2,2,DODGE                              ,4
2023-04-29,1,2,JAGUAR                             ,4
2023-04-29,66,2,GENERAL MOTORS                     ,4
2023-04-29,11,1,GENERAL MOTORS                     ,4
2023-04-30,1,1,NISSAN                             ,4
2023-04-30,2,2,GENERAL MOTORS                     ,4
2023-04-30,1,2,HYUNDAI                            ,4
2023-04-30,3,2,PEUGEOT                            ,4
2023-04-30,4,2,RENAULT                            ,4
2023-04-30,15,2,VOLKSWAGEN                         ,4
2023-04-30,1,2,FIAT                               ,4
2023-04-30,4,2,BYD,4
2023-05-01,1,2,DAF,5
2023-05-01,3,2,FIAT                               ,5
2023-05-01,1,1,FIAT                               ,5
2023-05-01,2,2,MERCEDES-BENZ                      ,5
2023-05-01,2,1,GENERAL MOTORS                     ,5
2023-05-01,2,2,HYUNDAI                            ,5
2023-05-01,2,2,TOYOTA                             ,5
2023-05-01,1,2,RENAULT                            ,5
2023-05-01,5,2,VOLKSWAGEN                         ,5
2023-05-02,54,1,HYUNDAI                            ,5
2023-05-02,17,2,DODGE                              ,5
2023-05-02,1,1,DAF,5
2023-05-02,32,2,CITROEN                            ,5
2023-05-02,230,2,HYUNDAI                            ,5
2023-05-02,126,2,JEEP,5
2023-05-02,56,2,FORD,5
2023-05-02,65,1,NISSAN                             ,5
2023-05-02,156,2,MERCEDES-BENZ                      ,5
2023-05-02,36,1,MERCEDES-BENZ                      ,5
2023-05-02,118,1,PEUGEOT                            ,5
2023-05-02,35,2,PEUGEOT                            ,5
2023-05-02,207,2,HONDA                              ,5
2023-05-02,15,2,PORSCHE                            ,5
2023-05-02,1,2,LEXUS,5
2023-05-02,1,1,LAND ROVER                         ,5
2023-05-02,2,1,SCANIA                             ,5
2023-05-02,17,1,FORD,5
2023-05-02,8,2,AUDI                               ,5
2023-05-02,17,2,DAF,5
2023-05-02,10,1,DODGE                              ,5
2023-05-02,1,2,JAGUAR                             ,5
2023-05-02,54,2,IVECO                              ,5
2023-05-02,14,1,AUDI                               ,5
2023-05-02,435,2,GENERAL MOTORS                     ,5
2023-05-02,19,2,MITSUBISHI                         ,5
2023-05-02,10,2,MINI,5
2023-05-02,5,1,CITROEN                            ,5
2023-05-02,215,1,RENAULT                            ,5
2023-05-02,458,2,TOYOTA                             ,5
2023-05-02,33,2,BMW                             ,5
2023-05-02,434,1,GENERAL MOTORS                     ,5
2023-05-02,16,2,KIA                                ,5
2023-05-02,137,1,TOYOTA                             ,5
2023-05-02,453,2,VOLKSWAGEN                         ,5
2023-05-02,74,2,VOLVO                              ,5
2023-05-02,14,2,MARCOPOLO,5
2023-05-02,7,1,MITSUBISHI                         ,5
2023-05-02,7,2,GREAT WALL,5
2023-05-02,2,1,CHERY,5
2023-05-02,164,1,JEEP,5
2023-05-02,1,2,ROLLS ROYCE                        ,5
2023-05-02,65,2,RENAULT                            ,5
2023-05-02,3,1,BMW                             ,5
2023-05-02,1,2,OTHERS,5
2023-05-02,9,2,BYD,5
2023-05-02,36,2,SCANIA                             ,5
2023-05-02,1,2,SUZUKI                             ,5
2023-05-02,117,2,NISSAN                             ,5
2023-05-02,603,1,VOLKSWAGEN                         ,5
2023-05-02,4,2,JAC,5
2023-05-02,3,2,EFFA MOTORS,5
2023-05-02,1,2,LAMBORGHINI,5
2023-05-02,1606,1,FIAT                               ,5
2023-05-02,478,2,FIAT                               ,5
2023-05-02,6,1,VOLVO                              ,5
2023-05-02,69,2,CHERY,5
2023-05-02,1,2,MCLAREN,5
2023-05-02,6,2,LAND ROVER                         ,5
2023-05-02,18,1,HONDA                              ,5
2023-05-03,32,2,CITROEN                            ,5
2023-05-03,6,2,AUDI                               ,5
2023-05-03,27,1,DODGE                              ,5
2023-05-03,6,1,VOLVO                              ,5
2023-05-03,7,2,MARCOPOLO,5
2023-05-03,334,1,RENAULT                            ,5
2023-05-03,16,2,LAND ROVER                         ,5
2023-05-03,44,2,IVECO                              ,5
2023-05-03,52,1,FORD,5
2023-05-03,84,2,RENAULT                            ,5
2023-05-03,196,1,JEEP,5
2023-05-03,1,2,OTHERS,5
2023-05-03,1,2,FERCAR,5
2023-05-03,9,1,MITSUBISHI                         ,5
2023-05-03,366,2,HYUNDAI                            ,5
2023-05-03,20,2,PORSCHE                            ,5
2023-05-03,139,2,MERCEDES-BENZ                      ,5
2023-05-03,35,2,MITSUBISHI                         ,5
2023-05-03,53,1,CITROEN                            ,5
2023-05-03,55,2,CHERY,5
2023-05-03,1,2,LAMBORGHINI,5
2023-05-03,15,2,BYD,5
2023-05-03,4,1,SCANIA                             ,5
2023-05-03,2,1,CHERY,5
2023-05-03,1,2,AGRALE                             ,5
2023-05-03,131,1,HYUNDAI                            ,5
2023-05-03,1017,1,FIAT                               ,5
2023-05-03,663,2,TOYOTA                             ,5
2023-05-03,53,2,BMW                             ,5
2023-05-03,593,1,VOLKSWAGEN                         ,5
2023-05-03,19,1,AUDI                               ,5
2023-05-03,656,2,GENERAL MOTORS                     ,5
2023-05-03,8,2,MINI,5
2023-05-03,41,2,PEUGEOT                            ,5
2023-05-03,38,2,SCANIA                             ,5
2023-05-03,24,2,DAF,5
2023-05-03,51,1,MERCEDES-BENZ                      ,5
2023-05-03,266,1,TOYOTA                             ,5
2023-05-03,97,1,NISSAN                             ,5
2023-05-03,16,2,DODGE                              ,5
2023-05-03,9,1,LAND ROVER                         ,5
2023-05-03,641,2,VOLKSWAGEN                         ,5
2023-05-03,39,1,HONDA                              ,5
2023-05-03,385,1,GENERAL MOTORS                     ,5
2023-05-03,32,1,PEUGEOT                            ,5
2023-05-03,60,2,FORD,5
2023-05-03,131,2,JEEP,5
2023-05-03,5,1,BMW                             ,5
2023-05-03,6,2,SUZUKI                             ,5
2023-05-03,2,2,LEXUS,5
2023-05-03,1,2,SELVAGEM,5
2023-05-03,140,2,NISSAN                             ,5
2023-05-03,290,2,HONDA                              ,5
2023-05-03,96,2,VOLVO                              ,5
2023-05-03,2,1,SUZUKI                             ,5
2023-05-03,1,2,JAGUAR                             ,5
2023-05-03,1,2,ENGESA                             ,5
2023-05-03,4,2,JAC,5
2023-05-03,1,2,MASERATI                           ,5
2023-05-03,615,2,FIAT                               ,5
2023-05-03,23,2,GREAT WALL,5
2023-05-03,40,2,KIA                                ,5
2023-05-03,3,2,EFFA MOTORS,5
2023-05-04,56,1,FORD,5
2023-05-04,718,2,VOLKSWAGEN                         ,5
2023-05-04,63,2,IVECO                              ,5
2023-05-04,55,1,HONDA                              ,5
2023-05-04,22,1,PEUGEOT                            ,5
2023-05-04,1,2,OTHERS,5
2023-05-04,2,1,SCANIA                             ,5
2023-05-04,2,2,LEXUS,5
2023-05-04,1,2,PEIXOTO,5
2023-05-04,84,2,RENAULT                            ,5
2023-05-04,40,2,MITSUBISHI                         ,5
2023-05-04,613,2,TOYOTA                             ,5
2023-05-04,117,1,NISSAN                             ,5
2023-05-04,181,2,NISSAN                             ,5
2023-05-04,11,1,AUDI                               ,5
2023-05-04,26,2,DODGE                              ,5
2023-05-04,37,2,PORSCHE                            ,5
2023-05-04,131,2,MERCEDES-BENZ                      ,5
2023-05-04,606,2,FIAT                               ,5
2023-05-04,3,2,FOTON,5
2023-05-04,59,2,CITROEN                            ,5
2023-05-04,327,2,HONDA                              ,5
2023-05-04,18,2,MARCOPOLO,5
2023-05-04,7,2,JAC,5
2023-05-04,9,1,VOLVO                              ,5
2023-05-04,1,2,JAGUAR                             ,5
2023-05-04,34,2,LAND ROVER                         ,5
2023-05-04,686,1,VOLKSWAGEN                         ,5
2023-05-04,35,1,HYUNDAI                            ,5
2023-05-04,141,1,RENAULT                            ,5
2023-05-04,197,2,JEEP,5
2023-05-04,11,1,MITSUBISHI                         ,5
2023-05-04,1,2,WILLYS                             ,5
2023-05-04,31,2,KIA                                ,5
2023-05-04,77,2,FORD,5
2023-05-04,503,1,GENERAL MOTORS                     ,5
2023-05-04,13,1,CITROEN                            ,5
2023-05-04,179,1,JEEP,5
2023-05-04,35,2,BYD,5
2023-05-04,22,1,DODGE                              ,5
2023-05-04,12,2,GREAT WALL,5
2023-05-04,71,2,CHERY,5
2023-05-04,4,2,EFFA MOTORS,5
2023-05-04,11,2,AUDI                               ,5
2023-05-04,5,1,DAF,5
2023-05-04,34,1,MERCEDES-BENZ                      ,5
2023-05-04,45,2,SCANIA                             ,5
2023-05-04,129,2,VOLVO                              ,5
2023-05-04,241,1,TOYOTA                             ,5
2023-05-04,3,2,SUZUKI                             ,5
2023-05-04,704,2,GENERAL MOTORS                     ,5
2023-05-04,8,1,BMW                             ,5
2023-05-04,45,2,DAF,5
2023-05-04,1,2,MCLAREN,5
2023-05-04,767,1,FIAT                               ,5
2023-05-04,2,1,LAND ROVER                         ,5
2023-05-04,6,2,MINI,5
2023-05-04,51,2,PEUGEOT                            ,5
2023-05-04,55,2,BMW                             ,5
2023-05-04,491,2,HYUNDAI                            ,5
2023-05-04,15,1,CHERY,5
2023-05-05,214,1,JEEP,5
2023-05-05,22,2,BYD,5
2023-05-05,453,1,GENERAL MOTORS                     ,5
2023-05-05,4,2,EFFA MOTORS,5
2023-05-05,72,2,FORD,5
2023-05-05,2,1,CHERY,5
2023-05-05,164,2,MERCEDES-BENZ                      ,5
2023-05-05,10,2,DODGE                              ,5
2023-05-05,131,2,RENAULT                            ,5
2023-05-05,3,2,OTHERS,5
2023-05-05,27,2,MITSUBISHI                         ,5
2023-05-05,20,2,GREAT WALL,5
2023-05-05,1,2,SELVAGEM,5
2023-05-05,733,2,VOLKSWAGEN                         ,5
2023-05-05,15,1,DODGE                              ,5
2023-05-05,4,1,SCANIA                             ,5
2023-05-05,254,1,RENAULT                            ,5
2023-05-05,214,1,TOYOTA                             ,5
2023-05-05,47,2,PEUGEOT                            ,5
2023-05-05,2,2,FERCAR,5
2023-05-05,26,1,MITSUBISHI                         ,5
2023-05-05,29,2,PORSCHE                            ,5
2023-05-05,429,2,HYUNDAI                            ,5
2023-05-05,16,1,HYUNDAI                            ,5
2023-05-05,630,2,TOYOTA                             ,5
2023-05-05,1,1,DAF,5
2023-05-05,36,2,SCANIA                             ,5
2023-05-05,82,1,NISSAN                             ,5
2023-05-05,695,1,VOLKSWAGEN                         ,5
2023-05-05,40,1,MERCEDES-BENZ                      ,5
2023-05-05,21,2,KIA                                ,5
2023-05-05,188,2,JEEP,5
2023-05-05,29,2,LAND ROVER                         ,5
2023-05-05,18,1,AUDI                               ,5
2023-05-05,54,2,CITROEN                            ,5
2023-05-05,59,1,HONDA                              ,5
2023-05-05,27,1,FORD,5
2023-05-05,36,1,PEUGEOT                            ,5
2023-05-05,2,2,JAC,5
2023-05-05,45,2,BMW                             ,5
2023-05-05,1,2,CAIO,5
2023-05-05,1,2,BUICK                              ,5
2023-05-05,35,2,IVECO                              ,5
2023-05-05,133,2,VOLVO                              ,5
2023-05-05,7,2,AUDI                               ,5
2023-05-05,700,2,GENERAL MOTORS                     ,5
2023-05-05,286,2,HONDA                              ,5
2023-05-05,9,1,VOLVO                              ,5
2023-05-05,4,2,SUZUKI                             ,5
2023-05-05,16,2,MARCOPOLO,5
2023-05-05,784,1,FIAT                               ,5
2023-05-05,608,2,FIAT                               ,5
2023-05-05,25,2,DAF,5
2023-05-05,4,2,MINI,5
2023-05-05,2,2,JAGUAR                             ,5
2023-05-05,75,2,CHERY,5
2023-05-05,2,2,LEXUS,5
2023-05-05,2,1,BMW                             ,5
2023-05-05,12,1,CITROEN                            ,5
2023-05-05,189,2,NISSAN                             ,5
2023-05-05,2,2,TAC MOTORS,5
2023-05-06,4,2,MERCEDES-BENZ                      ,5
2023-05-06,1,2,FERCAR,5
2023-05-06,18,2,TOYOTA                             ,5
2023-05-06,24,2,VOLKSWAGEN                         ,5
2023-05-06,33,2,HYUNDAI                            ,5
2023-05-06,2,1,FORD,5
2023-05-06,17,1,FIAT                               ,5
2023-05-06,9,1,GENERAL MOTORS                     ,5
2023-05-06,1,2,SCANIA                             ,5
2023-05-06,6,2,VOLVO                              ,5
2023-05-06,1,2,BMW                             ,5
2023-05-06,1,2,CITROEN                            ,5
2023-05-06,11,2,HONDA                              ,5
2023-05-06,5,1,RENAULT                            ,5
2023-05-06,1,2,PORSCHE                            ,5
2023-05-06,5,1,NISSAN                             ,5
2023-05-06,1,2,DODGE                              ,5
2023-05-06,14,2,CHERY,5
2023-05-06,1,2,FORD,5
2023-05-06,7,2,JEEP,5
2023-05-06,9,1,VOLKSWAGEN                         ,5
2023-05-06,3,2,BYD,5
2023-05-06,9,1,HONDA                              ,5
2023-05-06,19,1,TOYOTA                             ,5
2023-05-06,2,2,PEUGEOT                            ,5
2023-05-06,1,1,PEUGEOT                            ,5
2023-05-06,11,1,JEEP,5
2023-05-06,21,2,FIAT                               ,5
2023-05-06,1,1,MERCEDES-BENZ                      ,5
2023-05-06,38,2,GENERAL MOTORS                     ,5
2023-05-06,9,2,NISSAN                             ,5
2023-05-07,5,2,MITSUBISHI                         ,5
2023-05-07,3,1,FIAT                               ,5
2023-05-07,1,2,MERCEDES-BENZ                      ,5
2023-05-07,2,1,RENAULT                            ,5
2023-05-07,1,2,GENERAL MOTORS                     ,5
2023-05-07,1,1,AUDI                               ,5
2023-05-07,1,2,HONDA                              ,5
2023-05-07,10,2,VOLKSWAGEN                         ,5
2023-05-07,1,2,HYUNDAI                            ,5
2023-05-08,27,2,PORSCHE                            ,5
2023-05-08,5,1,SCANIA                             ,5
2023-05-08,26,2,BYD,5
2023-05-08,18,2,DAF,5
2023-05-08,1,2,SUZUKI                             ,5
2023-05-08,87,1,NISSAN                             ,5
2023-05-08,19,2,LAND ROVER                         ,5
2023-05-08,550,2,VOLKSWAGEN                         ,5
2023-05-08,737,1,VOLKSWAGEN                         ,5
2023-05-08,71,2,CHERY,5
2023-05-08,32,1,HYUNDAI                            ,5
2023-05-08,563,2,GENERAL MOTORS                     ,5
2023-05-08,39,2,PEUGEOT                            ,5
2023-05-08,1,2,BUGRE,5
2023-05-08,2,2,AUDI                               ,5
2023-05-08,136,2,JEEP,5
2023-05-08,2,2,LINCOLN,5
2023-05-08,53,2,FORD,5
2023-05-08,215,1,TOYOTA                             ,5
2023-05-08,36,2,IVECO                              ,5
2023-05-08,227,2,HONDA                              ,5
2023-05-08,102,2,RENAULT                            ,5
2023-05-08,2,1,BMW                             ,5
2023-05-08,184,1,RENAULT                            ,5
2023-05-08,22,2,MITSUBISHI                         ,5
2023-05-08,6,1,CITROEN                            ,5
2023-05-08,16,2,KIA                                ,5
2023-05-08,20,1,MITSUBISHI                         ,5
2023-05-08,7,2,DODGE                              ,5
2023-05-08,6,1,VOLVO                              ,5
2023-05-08,5,2,EFFA MOTORS,5
2023-05-08,1,2,BEACH,5
2023-05-08,137,2,NISSAN                             ,5
2023-05-08,17,1,PEUGEOT                            ,5
2023-05-08,528,2,FIAT                               ,5
2023-05-08,2,1,LAND ROVER                         ,5
2023-05-08,170,1,JEEP,5
2023-05-08,616,1,GENERAL MOTORS                     ,5
2023-05-08,3,2,MINI,5
2023-05-08,17,2,MARCOPOLO,5
2023-05-08,1,1,DAF,5
2023-05-08,26,2,GREAT WALL,5
2023-05-08,150,2,MERCEDES-BENZ                      ,5
2023-05-08,39,2,SCANIA                             ,5
2023-05-08,39,1,MERCEDES-BENZ                      ,5
2023-05-08,74,1,HONDA                              ,5
2023-05-08,8,2,JAC,5
2023-05-08,3,1,CHERY,5
2023-05-08,1,2,JAGUAR                             ,5
2023-05-08,2,2,CADILLAC                           ,5
2023-05-08,37,2,BMW                             ,5
2023-05-08,12,1,AUDI                               ,5
2023-05-08,14,1,DODGE                              ,5
2023-05-08,111,2,VOLVO                              ,5
2023-05-08,1,2,LEXUS,5
2023-05-08,496,2,TOYOTA                             ,5
2023-05-08,2,2,FOTON,5
2023-05-08,40,2,CITROEN                            ,5
2023-05-08,319,2,HYUNDAI                            ,5
2023-05-08,909,1,FIAT                               ,5
2023-05-08,22,1,FORD,5
2023-05-09,9,1,CHERY,5
2023-05-09,22,2,KIA                                ,5
2023-05-09,70,2,CHERY,5
2023-05-09,141,2,JEEP,5
2023-05-09,1,2,TESLA MOTORS,5
2023-05-09,68,2,SCANIA                             ,5
2023-05-09,2,2,LEXUS,5
2023-05-09,341,2,HYUNDAI                            ,5
2023-05-09,129,2,MERCEDES-BENZ                      ,5
2023-05-09,278,1,JEEP,5
2023-05-09,553,2,FIAT                               ,5
2023-05-09,186,1,TOYOTA                             ,5
2023-05-09,56,2,CITROEN                            ,5
2023-05-09,1,2,JAGUAR                             ,5
2023-05-09,138,1,RENAULT                            ,5
2023-05-09,407,1,GENERAL MOTORS                     ,5
2023-05-09,24,2,DODGE                              ,5
2023-05-09,29,2,MITSUBISHI                         ,5
2023-05-09,42,1,MITSUBISHI                         ,5
2023-05-09,51,1,PEUGEOT                            ,5
2023-05-09,1,2,CHAMONIX,5
2023-05-09,1,1,VOLVO                              ,5
2023-05-09,3,2,JAC,5
2023-05-09,97,1,NISSAN                             ,5
2023-05-09,46,1,MERCEDES-BENZ                      ,5
2023-05-09,4,1,BMW                             ,5
2023-05-09,1,1,JAGUAR                             ,5
2023-05-09,331,1,HYUNDAI                            ,5
2023-05-09,57,2,FORD,5
2023-05-09,57,2,IVECO                              ,5
2023-05-09,50,2,PEUGEOT                            ,5
2023-05-09,13,1,CITROEN                            ,5
2023-05-09,1,2,EFFA MOTORS,5
2023-05-09,5,1,DAF,5
2023-05-09,40,2,BMW                             ,5
2023-05-09,1276,1,VOLKSWAGEN                         ,5
2023-05-09,20,1,DODGE                              ,5
2023-05-09,22,1,FORD,5
2023-05-09,5,2,AUDI                               ,5
2023-05-09,8,2,MARCOPOLO,5
2023-05-09,109,2,RENAULT                            ,5
2023-05-09,781,1,FIAT                               ,5
2023-05-09,129,2,NISSAN                             ,5
2023-05-09,20,2,BYD,5
2023-05-09,32,2,DAF,5
2023-05-09,34,2,GREAT WALL,5
2023-05-09,521,2,TOYOTA                             ,5
2023-05-09,22,2,LAND ROVER                         ,5
2023-05-09,591,2,GENERAL MOTORS                     ,5
2023-05-09,2,2,SUZUKI                             ,5
2023-05-09,2,2,FOTON,5
2023-05-09,28,2,PORSCHE                            ,5
2023-05-09,587,2,VOLKSWAGEN                         ,5
2023-05-09,2,2,OTHERS,5
2023-05-09,7,1,LAND ROVER                         ,5
2023-05-09,131,2,VOLVO                              ,5
2023-05-09,75,1,HONDA                              ,5
2023-05-09,7,1,AUDI                               ,5
2023-05-09,5,2,MINI,5
2023-05-09,234,2,HONDA                              ,5
2023-05-10,10,2,KIA                                ,5
2023-05-10,28,2,PORSCHE                            ,5
2023-05-10,8,2,MARCOPOLO,5
2023-05-10,472,2,TOYOTA                             ,5
2023-05-10,47,2,CITROEN                            ,5
2023-05-10,38,2,MITSUBISHI                         ,5
2023-05-10,510,1,HYUNDAI                            ,5
2023-05-10,20,2,BYD,5
2023-05-10,124,2,MERCEDES-BENZ                      ,5
2023-05-10,174,2,JEEP,5
2023-05-10,3,2,JAC,5
2023-05-10,5,1,SCANIA                             ,5
2023-05-10,2,2,MINI,5
2023-05-10,4,2,OTHERS,5
2023-05-10,68,1,HONDA                              ,5
2023-05-10,18,1,DODGE                              ,5
2023-05-10,5,1,CHERY,5
2023-05-10,50,1,FORD,5
2023-05-10,92,1,NISSAN                             ,5
2023-05-10,241,2,HONDA                              ,5
2023-05-10,18,1,CITROEN                            ,5
2023-05-10,55,1,PEUGEOT                            ,5
2023-05-10,1,2,CHAMONIX,5
2023-05-10,60,2,FORD,5
2023-05-10,147,2,NISSAN                             ,5
2023-05-10,269,1,TOYOTA                             ,5
2023-05-10,12,1,AUDI                               ,5
2023-05-10,62,2,SCANIA                             ,5
2023-05-10,31,2,DAF,5
2023-05-10,37,1,DAF,5
2023-05-10,1,2,ASTON MARTIN,5
2023-05-10,654,2,VOLKSWAGEN                         ,5
2023-05-10,6,2,AUDI                               ,5
2023-05-10,1,2,CHRYSLER                           ,5
2023-05-10,344,2,HYUNDAI                            ,5
2023-05-10,184,2,VOLVO                              ,5
2023-05-10,644,2,GENERAL MOTORS                     ,5
2023-05-10,27,2,DODGE                              ,5
2023-05-10,17,1,MITSUBISHI                         ,5
2023-05-10,9,1,MERCEDES-BENZ                      ,5
2023-05-10,6,1,LAND ROVER                         ,5
2023-05-10,23,2,LAND ROVER                         ,5
2023-05-10,41,2,IVECO                              ,5
2023-05-10,639,1,GENERAL MOTORS                     ,5
2023-05-10,2,2,SUZUKI                             ,5
2023-05-10,647,1,VOLKSWAGEN                         ,5
2023-05-10,531,2,FIAT                               ,5
2023-05-10,31,2,GREAT WALL,5
2023-05-10,1,2,SELVAGEM,5
2023-05-10,304,1,JEEP,5
2023-05-10,1133,1,FIAT                               ,5
2023-05-10,40,2,BMW                             ,5
2023-05-10,55,2,PEUGEOT                            ,5
2023-05-10,2,2,JAGUAR                             ,5
2023-05-10,3,2,LEXUS,5
2023-05-10,123,1,RENAULT                            ,5
2023-05-10,119,2,RENAULT                            ,5
2023-05-10,1,1,VOLVO                              ,5
2023-05-10,9,2,EFFA MOTORS,5
2023-05-10,2,1,BMW                             ,5
2023-05-10,59,2,CHERY,5
2023-05-10,2,2,FOTON,5
2023-05-11,342,2,HYUNDAI                            ,5
2023-05-11,152,2,NISSAN                             ,5
2023-05-11,25,1,AUDI                               ,5
2023-05-11,1,2,JAGUAR                             ,5
2023-05-11,1,2,FERRARI                            ,5
2023-05-11,110,1,RENAULT                            ,5
2023-05-11,15,2,KIA                                ,5
2023-05-11,596,2,FIAT                               ,5
2023-05-11,307,1,TOYOTA                             ,5
2023-05-11,38,2,CITROEN                            ,5
2023-05-11,1,1,JAGUAR                             ,5
2023-05-11,42,2,BMW                             ,5
2023-05-11,136,2,VOLVO                              ,5
2023-05-11,23,1,PEUGEOT                            ,5
2023-05-11,6,2,JAC,5
2023-05-11,1,2,BUICK                              ,5
2023-05-11,46,1,FORD,5
2023-05-11,1,2,PLYMOUTH,5
2023-05-11,494,1,HYUNDAI                            ,5
2023-05-11,132,1,NISSAN                             ,5
2023-05-11,12,1,DODGE                              ,5
2023-05-11,3,2,LEXUS,5
2023-05-11,1,2,OTHERS,5
2023-05-11,797,1,VOLKSWAGEN                         ,5
2023-05-11,9,1,BMW                             ,5
2023-05-11,25,2,DODGE                              ,5
2023-05-11,4,2,MINI,5
2023-05-11,154,2,JEEP,5
2023-05-11,25,2,SCANIA                             ,5
2023-05-11,6,2,EFFA MOTORS,5
2023-05-11,670,2,VOLKSWAGEN                         ,5
2023-05-11,546,2,GENERAL MOTORS                     ,5
2023-05-11,10,2,DAF,5
2023-05-11,1,2,SUZUKI                             ,5
2023-05-11,1,2,CHAMONIX,5
2023-05-11,1923,1,GENERAL MOTORS                     ,5
2023-05-11,28,2,MITSUBISHI                         ,5
2023-05-11,1,2,AUDI                               ,5
2023-05-11,20,2,PORSCHE                            ,5
2023-05-11,24,2,BYD,5
2023-05-11,10,2,MARCOPOLO,5
2023-05-11,2313,1,FIAT                               ,5
2023-05-11,5,1,LAND ROVER                         ,5
2023-05-11,14,1,VOLVO                              ,5
2023-05-11,398,1,CITROEN                            ,5
2023-05-11,471,2,TOYOTA                             ,5
2023-05-11,2,1,AGRALE                             ,5
2023-05-11,9,1,CHERY,5
2023-05-11,131,2,RENAULT                            ,5
2023-05-11,61,2,FORD,5
2023-05-11,86,2,IVECO                              ,5
2023-05-11,174,2,MERCEDES-BENZ                      ,5
2023-05-11,456,1,JEEP,5
2023-05-11,17,1,MITSUBISHI                         ,5
2023-05-11,33,2,GREAT WALL,5
2023-05-11,1,1,MINI,5
2023-05-11,28,1,MERCEDES-BENZ                      ,5
2023-05-11,79,2,CHERY,5
2023-05-11,306,2,HONDA                              ,5
2023-05-11,69,1,HONDA                              ,5
2023-05-11,56,2,PEUGEOT                            ,5
2023-05-11,14,2,LAND ROVER                         ,5
2023-05-12,75,2,FORD,5
2023-05-12,26,2,PORSCHE                            ,5
2023-05-12,50,1,HONDA                              ,5
2023-05-12,1,2,BEACH,5
2023-05-12,9,2,MARCOPOLO,5
2023-05-12,465,2,TOYOTA                             ,5
2023-05-12,49,2,BMW                             ,5
2023-05-12,27,2,DODGE                              ,5
