Registration Date;Quantity Industry Registration;Sales Type;Manufacturer Description
2021-03-15 00:00:00;22;2;PORSCHE                            
2021-03-15 00:00:00;333;1;GENERAL MOTORS                     
2021-03-15 00:00:00;28;2;BMW                             
2021-03-15 00:00:00;574;2;FIAT                               
2021-03-15 00:00:00;70;2;VOLVO                              
2021-03-15 00:00:00;1;2;JAGUAR                             
2021-03-15 00:00:00;27;2;SCANIA                             
2021-03-15 00:00:00;26;2;CITROEN                            
2021-03-15 00:00:00;68;1;HYUNDAI                            
2021-03-15 00:00:00;18;1;IVECO                              
2021-03-15 00:00:00;4;1;SCANIA                             
2021-03-15 00:00:00;208;2;HONDA                              
2021-03-15 00:00:00;15;2;LAND ROVER                         
2021-03-15 00:00:00;18;2;AUDI                               
2021-03-15 00:00:00;285;1;JEEP
2021-03-15 00:00:00;38;2;PEUGEOT                            
2021-03-15 00:00:00;41;1;CITROEN                            
2021-03-15 00:00:00;10;1;MITSUBISHI                         
2021-03-15 00:00:00;18;2;DAF
2021-03-15 00:00:00;612;2;GENERAL MOTORS                     
2021-03-15 00:00:00;69;2;CHERY
2021-03-15 00:00:00;27;2;IVECO                              
2021-03-15 00:00:00;35;1;MERCEDES-BENZ                      
2021-03-15 00:00:00;1;2;EFFA MOTORS
2021-03-15 00:00:00;192;2;MERCEDES-BENZ                      
2021-03-15 00:00:00;446;2;HYUNDAI                            
2021-03-15 00:00:00;781;1;FIAT                               
2021-03-15 00:00:00;10;2;SUZUKI                             
2021-03-15 00:00:00;119;2;FORD
2021-03-16 00:00:00;604;2;GENERAL MOTORS                     
2021-03-16 00:00:00;529;2;HYUNDAI                            
2021-03-16 00:00:00;3;2;MARCOPOLO
2021-03-16 00:00:00;862;2;VOLKSWAGEN                         
2021-03-16 00:00:00;110;2;FORD
2021-03-16 00:00:00;35;1;MERCEDES-BENZ                      
2021-03-16 00:00:00;1;1;CHERY
2021-03-16 00:00:00;16;1;VOLVO                              
2021-03-16 00:00:00;796;1;VOLKSWAGEN                         
2021-03-16 00:00:00;4;2;JAC
2021-03-16 00:00:00;120;1;HYUNDAI                            
2021-03-16 00:00:00;75;2;VOLVO                              
2021-03-16 00:00:00;29;2;PEUGEOT                            
2021-03-16 00:00:00;354;1;GENERAL MOTORS                     
2021-03-16 00:00:00;33;2;BMW                             
2021-03-16 00:00:00;2;2;TROLLER
2021-03-16 00:00:00;1;1;MITSUBISHI                         
2021-03-16 00:00:00;16;2;PORSCHE                            
2021-03-16 00:00:00;181;1;RENAULT                            
2021-03-16 00:00:00;35;1;PEUGEOT                            
2021-03-16 00:00:00;25;2;LAND ROVER                         
2021-03-16 00:00:00;176;2;MERCEDES-BENZ                      
2021-03-16 00:00:00;47;1;HONDA                              
2021-03-16 00:00:00;4;1;DAF
2021-03-16 00:00:00;3;2;SUZUKI                             
2021-03-16 00:00:00;189;2;RENAULT                            
2021-03-16 00:00:00;365;1;JEEP
2021-03-16 00:00:00;3;2;MINI
2021-03-16 00:00:00;4;1;BMW                             
2021-03-16 00:00:00;300;2;TOYOTA                             
2021-03-16 00:00:00;280;1;NISSAN                             
2021-03-16 00:00:00;20;2;CITROEN                            
2021-03-16 00:00:00;69;2;SCANIA                             
2021-03-16 00:00:00;1;2;MAN
2021-03-16 00:00:00;1057;1;FIAT                               
2021-03-16 00:00:00;116;2;JEEP
2021-03-16 00:00:00;25;2;DAF
2021-03-16 00:00:00;1;2;AGRALE                             
2021-03-16 00:00:00;1;2;OTHERS
2021-03-16 00:00:00;88;1;FORD
2021-03-16 00:00:00;19;2;KIA                                
2021-03-16 00:00:00;126;2;NISSAN                             
2021-03-16 00:00:00;12;1;CITROEN                            
2021-03-16 00:00:00;19;2;AUDI                               
2021-03-16 00:00:00;27;2;IVECO                              
2021-03-16 00:00:00;199;2;HONDA                              
2021-03-16 00:00:00;34;2;MITSUBISHI                         
2021-03-16 00:00:00;12;1;IVECO                              
2021-03-16 00:00:00;93;2;CHERY
2021-03-16 00:00:00;3;1;DODGE                              
2021-03-16 00:00:00;1;1;LEXUS
2021-03-16 00:00:00;5;1;SCANIA                             
2021-03-16 00:00:00;1;2;CHANA
2021-03-16 00:00:00;84;1;TOYOTA                             
2021-03-16 00:00:00;661;2;FIAT                               
2021-03-17 00:00:00;14;2;KIA                                
2021-03-17 00:00:00;170;2;HONDA                              
2021-03-17 00:00:00;70;1;TOYOTA                             
2021-03-17 00:00:00;23;2;PEUGEOT                            
2021-03-17 00:00:00;86;2;VOLVO                              
2021-03-17 00:00:00;72;1;CITROEN                            
2021-03-17 00:00:00;40;1;MERCEDES-BENZ                      
2021-03-17 00:00:00;1;2;OTHERS
2021-03-17 00:00:00;3;2;MINI
2021-03-17 00:00:00;748;2;FIAT                               
2021-03-17 00:00:00;2;2;LEXUS
2021-03-17 00:00:00;522;2;HYUNDAI                            
2021-03-17 00:00:00;56;1;PEUGEOT                            
2021-03-17 00:00:00;14;2;LAND ROVER                         
2021-03-17 00:00:00;889;2;VOLKSWAGEN                         
2021-03-17 00:00:00;635;2;GENERAL MOTORS                     
2021-03-17 00:00:00;111;2;FORD
2021-03-17 00:00:00;240;2;RENAULT                            
2021-03-17 00:00:00;29;1;NISSAN                             
2021-03-17 00:00:00;81;2;CHERY
2021-03-17 00:00:00;23;2;BMW                             
2021-03-17 00:00:00;354;2;TOYOTA                             
2021-03-17 00:00:00;74;2;SCANIA                             
2021-03-17 00:00:00;148;2;NISSAN                             
2021-03-17 00:00:00;22;2;CITROEN                            
2021-03-17 00:00:00;17;1;BMW                             
2021-03-17 00:00:00;292;1;JEEP
2021-03-17 00:00:00;12;1;SCANIA                             
2021-03-17 00:00:00;291;1;GENERAL MOTORS                     
2021-03-17 00:00:00;1;1;DODGE                              
2021-03-17 00:00:00;4;2;SUZUKI                             
2021-03-17 00:00:00;60;1;MITSUBISHI                         
2021-03-17 00:00:00;2;2;EFFA MOTORS
2021-03-17 00:00:00;171;2;MERCEDES-BENZ                      
2021-03-17 00:00:00;8;2;MARCOPOLO
2021-03-17 00:00:00;4;2;JAC
2021-03-17 00:00:00;24;2;IVECO                              
2021-03-17 00:00:00;2;1;VOLVO                              
2021-03-17 00:00:00;2;2;TROLLER
2021-03-17 00:00:00;62;1;HONDA                              
2021-03-17 00:00:00;160;1;HYUNDAI                            
2021-03-17 00:00:00;274;1;RENAULT                            
2021-03-17 00:00:00;792;1;FIAT                               
2021-03-17 00:00:00;4;1;DAF
2021-03-17 00:00:00;1;1;CHERY
2021-03-17 00:00:00;18;2;AUDI                               
2021-03-17 00:00:00;25;1;IVECO                              
2021-03-17 00:00:00;115;2;JEEP
2021-03-17 00:00:00;68;2;MITSUBISHI                         
2021-03-17 00:00:00;14;2;PORSCHE                            
2021-03-17 00:00:00;20;2;DAF
2021-03-17 00:00:00;887;1;VOLKSWAGEN                         
2021-03-17 00:00:00;94;1;FORD
2021-03-18 00:00:00;2;2;MINI
2021-03-18 00:00:00;557;2;GENERAL MOTORS                     
2021-03-18 00:00:00;2;2;JAC
2021-03-18 00:00:00;6;2;KIA                                
2021-03-18 00:00:00;60;2;VOLVO                              
2021-03-18 00:00:00;1;2;HUMMER
2021-03-18 00:00:00;675;2;FIAT                               
2021-03-18 00:00:00;46;2;MITSUBISHI                         
2021-03-18 00:00:00;23;1;NISSAN                             
2021-03-18 00:00:00;332;1;JEEP
2021-03-18 00:00:00;25;2;PEUGEOT                            
2021-03-18 00:00:00;1;2;MCLAREN
2021-03-18 00:00:00;25;1;BMW                             
2021-03-18 00:00:00;2;2;OTHERS
2021-03-18 00:00:00;718;1;FIAT                               
2021-03-18 00:00:00;206;2;RENAULT                            
2021-03-18 00:00:00;1037;1;VOLKSWAGEN                         
2021-03-18 00:00:00;117;2;JEEP
2021-03-18 00:00:00;149;1;HYUNDAI                            
2021-03-18 00:00:00;3;1;DAF
2021-03-18 00:00:00;138;2;FORD
2021-03-18 00:00:00;13;2;MARCOPOLO
2021-03-18 00:00:00;10;1;CITROEN                            
2021-03-18 00:00:00;4;1;CHERY
2021-03-18 00:00:00;207;2;HONDA                              
2021-03-18 00:00:00;9;1;VOLVO                              
2021-03-18 00:00:00;16;2;PORSCHE                            
2021-03-18 00:00:00;6;2;TROLLER
2021-03-18 00:00:00;17;2;CITROEN                            
2021-03-18 00:00:00;764;1;RENAULT                            
2021-03-18 00:00:00;131;1;TOYOTA                             
2021-03-18 00:00:00;521;2;HYUNDAI                            
2021-03-18 00:00:00;23;2;DAF
2021-03-18 00:00:00;50;2;BMW                             
2021-03-18 00:00:00;4;1;MITSUBISHI                         
2021-03-18 00:00:00;178;2;MERCEDES-BENZ                      
2021-03-18 00:00:00;1;2;FOTON
2021-03-18 00:00:00;1;2;JAGUAR                             
2021-03-18 00:00:00;13;1;PEUGEOT                            
2021-03-18 00:00:00;7;2;EFFA MOTORS
2021-03-18 00:00:00;4;2;SUZUKI                             
2021-03-18 00:00:00;1;2;LEXUS
2021-03-18 00:00:00;127;2;NISSAN                             
2021-03-18 00:00:00;56;2;SCANIA                             
2021-03-18 00:00:00;69;1;HONDA                              
2021-03-18 00:00:00;21;1;MERCEDES-BENZ                      
2021-03-18 00:00:00;4;1;IVECO                              
2021-03-18 00:00:00;5;1;SCANIA                             
2021-03-18 00:00:00;105;1;FORD
2021-03-18 00:00:00;15;2;LAND ROVER                         
2021-03-18 00:00:00;422;2;TOYOTA                             
2021-03-18 00:00:00;46;2;IVECO                              
2021-03-18 00:00:00;308;1;GENERAL MOTORS                     
2021-03-18 00:00:00;766;2;VOLKSWAGEN                         
2021-03-18 00:00:00;110;2;CHERY
2021-03-18 00:00:00;11;2;AUDI                               
2021-03-19 00:00:00;764;2;VOLKSWAGEN                         
2021-03-19 00:00:00;20;2;LAND ROVER                         
2021-03-19 00:00:00;109;2;NISSAN                             
2021-03-19 00:00:00;102;2;JEEP
2021-03-19 00:00:00;7;2;SUZUKI                             
2021-03-19 00:00:00;2;2;FOTON
2021-03-19 00:00:00;1;2;TROLLER
2021-03-19 00:00:00;84;1;FORD
2021-03-19 00:00:00;2;2;MINI
2021-03-19 00:00:00;1;2;MAN
2021-03-19 00:00:00;386;2;TOYOTA                             
2021-03-19 00:00:00;24;2;DAF
2021-03-19 00:00:00;12;1;BMW                             
2021-03-19 00:00:00;157;2;MERCEDES-BENZ                      
2021-03-19 00:00:00;48;1;HONDA                              
2021-03-19 00:00:00;18;1;MERCEDES-BENZ                      
2021-03-19 00:00:00;8;2;PORSCHE                            
2021-03-19 00:00:00;2;2;EFFA MOTORS
2021-03-19 00:00:00;346;1;RENAULT                            
2021-03-19 00:00:00;145;2;FORD
2021-03-19 00:00:00;111;1;TOYOTA                             
2021-03-19 00:00:00;37;2;IVECO                              
2021-03-19 00:00:00;13;2;AUDI                               
2021-03-19 00:00:00;510;2;HYUNDAI                            
2021-03-19 00:00:00;24;2;PEUGEOT                            
2021-03-19 00:00:00;450;2;GENERAL MOTORS                     
2021-03-19 00:00:00;10;2;KIA                                
2021-03-19 00:00:00;864;1;VOLKSWAGEN                         
2021-03-19 00:00:00;2;1;DODGE                              
2021-03-19 00:00:00;609;2;FIAT                               
2021-03-19 00:00:00;34;2;CITROEN                            
2021-03-19 00:00:00;15;1;IVECO                              
2021-03-19 00:00:00;1;2;MCLAREN
2021-03-19 00:00:00;4;1;CHERY
2021-03-19 00:00:00;1;2;OTHERS
2021-03-19 00:00:00;691;1;FIAT                               
2021-03-19 00:00:00;5;1;CITROEN                            
2021-03-19 00:00:00;176;1;NISSAN                             
2021-03-19 00:00:00;3;1;MITSUBISHI                         
2021-03-19 00:00:00;56;2;VOLVO                              
2021-03-19 00:00:00;237;2;RENAULT                            
2021-03-19 00:00:00;56;2;MITSUBISHI                         
2021-03-19 00:00:00;10;1;PEUGEOT                            
2021-03-19 00:00:00;1;2;AGRALE                             
2021-03-19 00:00:00;214;2;HONDA                              
2021-03-19 00:00:00;107;2;SCANIA                             
2021-03-19 00:00:00;303;1;JEEP
2021-03-19 00:00:00;290;1;GENERAL MOTORS                     
2021-03-19 00:00:00;7;1;SCANIA                             
2021-03-19 00:00:00;92;2;CHERY
2021-03-19 00:00:00;1;2;JAGUAR                             
2021-03-19 00:00:00;9;2;JAC
2021-03-19 00:00:00;6;2;MARCOPOLO
2021-03-19 00:00:00;7;1;VOLVO                              
2021-03-19 00:00:00;137;1;HYUNDAI                            
2021-03-19 00:00:00;29;2;BMW                             
2021-03-20 00:00:00;3;1;GENERAL MOTORS                     
2021-03-20 00:00:00;5;2;NISSAN                             
2021-03-20 00:00:00;2;2;SCANIA                             
2021-03-20 00:00:00;21;2;VOLKSWAGEN                         
2021-03-20 00:00:00;1;2;FOTON
2021-03-20 00:00:00;1;2;PEUGEOT                            
2021-03-20 00:00:00;1;1;HONDA                              
2021-03-20 00:00:00;4;2;JEEP
2021-03-20 00:00:00;1;2;AUDI                               
2021-03-20 00:00:00;19;2;FIAT                               
2021-03-20 00:00:00;19;2;HYUNDAI                            
2021-03-20 00:00:00;1;2;LAND ROVER                         
2021-03-20 00:00:00;2;2;FORD
2021-03-20 00:00:00;13;2;RENAULT                            
2021-03-20 00:00:00;12;1;VOLKSWAGEN                         
2021-03-20 00:00:00;13;2;TOYOTA                             
2021-03-20 00:00:00;2;2;CHERY
2021-03-20 00:00:00;12;1;JEEP
2021-03-20 00:00:00;1;2;HONDA                              
2021-03-20 00:00:00;6;1;RENAULT                            
2021-03-20 00:00:00;1;1;CITROEN                            
2021-03-20 00:00:00;1;2;MERCEDES-BENZ                      
2021-03-20 00:00:00;7;1;HYUNDAI                            
2021-03-20 00:00:00;14;2;GENERAL MOTORS                     
2021-03-20 00:00:00;1;2;BMW                             
2021-03-20 00:00:00;6;1;FIAT                               
2021-03-21 00:00:00;1;2;NISSAN                             
2021-03-21 00:00:00;1;1;FIAT                               
2021-03-21 00:00:00;9;2;GENERAL MOTORS                     
2021-03-21 00:00:00;4;2;FIAT                               
2021-03-21 00:00:00;1;1;VOLKSWAGEN                         
2021-03-21 00:00:00;1;1;GENERAL MOTORS                     
2021-03-21 00:00:00;3;2;VOLKSWAGEN                         
2021-03-21 00:00:00;2;2;TOYOTA                             
2021-03-21 00:00:00;2;2;RENAULT                            
2021-03-21 00:00:00;2;2;MERCEDES-BENZ                      
2021-03-22 00:00:00;64;1;CITROEN                            
2021-03-22 00:00:00;33;2;BMW                             
2021-03-22 00:00:00;10;1;IVECO                              
2021-03-22 00:00:00;340;2;TOYOTA                             
2021-03-22 00:00:00;56;1;HONDA                              
2021-03-22 00:00:00;521;2;FIAT                               
2021-03-22 00:00:00;129;2;NISSAN                             
2021-03-22 00:00:00;72;1;TOYOTA                             
2021-03-22 00:00:00;22;2;IVECO                              
2021-03-22 00:00:00;14;2;PEUGEOT                            
2021-03-22 00:00:00;240;1;PEUGEOT                            
2021-03-22 00:00:00;11;2;BYD
2021-03-22 00:00:00;2;2;MINI
2021-03-22 00:00:00;4;2;TROLLER
2021-03-22 00:00:00;13;2;PORSCHE                            
2021-03-22 00:00:00;130;2;MERCEDES-BENZ                      
2021-03-22 00:00:00;583;1;JEEP
2021-03-22 00:00:00;19;1;MERCEDES-BENZ                      
2021-03-22 00:00:00;1;2;OTHERS
2021-03-22 00:00:00;1;2;MORRIS
2021-03-22 00:00:00;99;2;FORD
2021-03-22 00:00:00;32;2;CITROEN                            
2021-03-22 00:00:00;525;2;HYUNDAI                            
2021-03-22 00:00:00;1;2;MARCOPOLO
2021-03-22 00:00:00;45;1;MITSUBISHI                         
2021-03-22 00:00:00;1;2;FOTON
2021-03-22 00:00:00;1;1;DODGE                              
2021-03-22 00:00:00;1;2;MAN
2021-03-22 00:00:00;6;1;BMW                             
2021-03-22 00:00:00;705;1;FIAT                               
2021-03-22 00:00:00;510;2;GENERAL MOTORS                     
2021-03-22 00:00:00;196;2;RENAULT                            
2021-03-22 00:00:00;40;1;NISSAN                             
2021-03-22 00:00:00;50;2;MITSUBISHI                         
2021-03-22 00:00:00;730;1;VOLKSWAGEN                         
2021-03-22 00:00:00;1;2;LEXUS
2021-03-22 00:00:00;3;1;CHERY
2021-03-22 00:00:00;125;2;JEEP
2021-03-22 00:00:00;14;2;DAF
2021-03-22 00:00:00;91;1;FORD
2021-03-22 00:00:00;45;2;SCANIA                             
2021-03-22 00:00:00;53;2;VOLVO                              
2021-03-22 00:00:00;2;2;JAC
2021-03-22 00:00:00;800;2;VOLKSWAGEN                         
2021-03-22 00:00:00;191;1;HYUNDAI                            
2021-03-22 00:00:00;205;2;HONDA                              
2021-03-22 00:00:00;256;1;RENAULT                            
2021-03-22 00:00:00;1;1;DAF
2021-03-22 00:00:00;6;1;VOLVO                              
2021-03-22 00:00:00;21;2;LAND ROVER                         
2021-03-22 00:00:00;103;2;CHERY
2021-03-22 00:00:00;369;1;GENERAL MOTORS                     
2021-03-22 00:00:00;16;2;KIA                                
2021-03-22 00:00:00;15;2;AUDI                               
2021-03-22 00:00:00;11;2;SUZUKI                             
2021-03-23 00:00:00;11;1;CITROEN                            
2021-03-23 00:00:00;969;1;FIAT                               
2021-03-23 00:00:00;715;2;VOLKSWAGEN                         
2021-03-23 00:00:00;513;2;GENERAL MOTORS                     
2021-03-23 00:00:00;13;2;KIA                                
2021-03-23 00:00:00;26;2;CITROEN                            
2021-03-23 00:00:00;4;2;SUZUKI                             
2021-03-23 00:00:00;11;2;PORSCHE                            
2021-03-23 00:00:00;193;2;RENAULT                            
2021-03-23 00:00:00;66;1;HONDA                              
2021-03-23 00:00:00;1;1;DAF
2021-03-23 00:00:00;33;2;BMW                             
2021-03-23 00:00:00;17;1;BMW                             
2021-03-23 00:00:00;210;1;TOYOTA                             
2021-03-23 00:00:00;34;2;PEUGEOT                            
2021-03-23 00:00:00;19;1;PEUGEOT                            
2021-03-23 00:00:00;85;2;CHERY
2021-03-23 00:00:00;1;2;MCLAREN
2021-03-23 00:00:00;124;2;JEEP
2021-03-23 00:00:00;677;1;JEEP
2021-03-23 00:00:00;67;2;SCANIA                             
2021-03-23 00:00:00;6;1;VOLVO                              
2021-03-23 00:00:00;136;1;HYUNDAI                            
2021-03-23 00:00:00;1;2;LEXUS
2021-03-23 00:00:00;516;2;HYUNDAI                            
2021-03-23 00:00:00;48;2;MITSUBISHI                         
2021-03-23 00:00:00;6;1;MERCEDES-BENZ                      
2021-03-23 00:00:00;2;2;FERCAR
2021-03-23 00:00:00;387;2;TOYOTA                             
2021-03-23 00:00:00;18;2;AUDI                               
2021-03-23 00:00:00;4;2;MINI
2021-03-23 00:00:00;4;2;JAC
2021-03-23 00:00:00;2;2;OTHERS
2021-03-23 00:00:00;3;2;FOTON
2021-03-23 00:00:00;431;1;RENAULT                            
2021-03-23 00:00:00;11;2;MARCOPOLO
2021-03-23 00:00:00;235;2;HONDA                              
2021-03-23 00:00:00;106;2;FORD
2021-03-23 00:00:00;185;2;MERCEDES-BENZ                      
2021-03-23 00:00:00;1044;1;VOLKSWAGEN                         
2021-03-23 00:00:00;28;2;DAF
2021-03-23 00:00:00;1;2;JINBEI
2021-03-23 00:00:00;9;1;IVECO                              
2021-03-23 00:00:00;11;1;CHERY
2021-03-23 00:00:00;91;1;FORD
2021-03-23 00:00:00;18;2;LAND ROVER                         
2021-03-23 00:00:00;45;1;MITSUBISHI                         
2021-03-23 00:00:00;107;2;VOLVO                              
2021-03-23 00:00:00;115;2;NISSAN                             
2021-03-23 00:00:00;61;1;NISSAN                             
2021-03-23 00:00:00;325;1;GENERAL MOTORS                     
2021-03-23 00:00:00;2;2;TROLLER
2021-03-23 00:00:00;624;2;FIAT                               
2021-03-23 00:00:00;32;2;IVECO                              
2021-03-24 00:00:00;498;2;GENERAL MOTORS                     
2021-03-24 00:00:00;4;2;MINI
2021-03-24 00:00:00;1;2;LEXUS
2021-03-24 00:00:00;2;2;FOTON
2021-03-24 00:00:00;781;2;VOLKSWAGEN                         
2021-03-24 00:00:00;571;2;FIAT                               
2021-03-24 00:00:00;8;1;DAF
2021-03-24 00:00:00;166;1;HYUNDAI                            
2021-03-24 00:00:00;119;2;VOLVO                              
2021-03-24 00:00:00;27;2;LAND ROVER                         
2021-03-24 00:00:00;87;1;NISSAN                             
2021-03-24 00:00:00;151;2;MERCEDES-BENZ                      
2021-03-24 00:00:00;22;2;AUDI                               
2021-03-24 00:00:00;33;2;BMW                             
2021-03-24 00:00:00;1;2;OLDSMOBILE                        
2021-03-24 00:00:00;33;2;CITROEN                            
2021-03-24 00:00:00;5;2;OTHERS
2021-03-24 00:00:00;301;1;JEEP
2021-03-24 00:00:00;17;2;DAF
2021-03-24 00:00:00;4;1;CHERY
2021-03-24 00:00:00;29;1;MITSUBISHI                         
2021-03-24 00:00:00;6;2;KIA                                
2021-03-24 00:00:00;1;2;SSANGYONG
2021-03-24 00:00:00;185;1;TOYOTA                             
2021-03-24 00:00:00;390;1;RENAULT                            
2021-03-24 00:00:00;60;2;MITSUBISHI                         
2021-03-24 00:00:00;32;2;PORSCHE                            
2021-03-24 00:00:00;15;1;BMW                             
2021-03-24 00:00:00;75;2;SCANIA                             
2021-03-24 00:00:00;44;1;MERCEDES-BENZ                      
2021-03-24 00:00:00;70;1;CITROEN                            
2021-03-24 00:00:00;76;1;HONDA                              
2021-03-24 00:00:00;140;1;PEUGEOT                            
2021-03-24 00:00:00;5;2;SUZUKI                             
2021-03-24 00:00:00;1;1;VOLVO                              
2021-03-24 00:00:00;3;1;SCANIA                             
2021-03-24 00:00:00;7;2;TROLLER
2021-03-24 00:00:00;119;2;FORD
2021-03-24 00:00:00;205;2;RENAULT                            
2021-03-24 00:00:00;86;2;CHERY
2021-03-24 00:00:00;1;2;BYD
2021-03-24 00:00:00;521;2;HYUNDAI                            
2021-03-24 00:00:00;2;1;DODGE                              
2021-03-24 00:00:00;1;2;MCLAREN
2021-03-24 00:00:00;3;1;IVECO                              
2021-03-24 00:00:00;41;2;IVECO                              
2021-03-24 00:00:00;889;1;FIAT                               
2021-03-24 00:00:00;4;2;JAC
2021-03-24 00:00:00;103;2;JEEP
2021-03-24 00:00:00;9;2;MARCOPOLO
2021-03-24 00:00:00;243;2;HONDA                              
2021-03-24 00:00:00;120;2;NISSAN                             
2021-03-24 00:00:00;31;2;PEUGEOT                            
2021-03-24 00:00:00;2;2;JAGUAR                             
2021-03-24 00:00:00;408;2;TOYOTA                             
2021-03-24 00:00:00;765;1;VOLKSWAGEN                         
2021-03-24 00:00:00;63;1;FORD
2021-03-24 00:00:00;1;2;DODGE                              
2021-03-24 00:00:00;443;1;GENERAL MOTORS                     
2021-03-25 00:00:00;120;2;VOLVO                              
2021-03-25 00:00:00;6;2;SUZUKI                             
2021-03-25 00:00:00;1;2;MINI
2021-03-25 00:00:00;274;2;HONDA                              
2021-03-25 00:00:00;23;1;MERCEDES-BENZ                      
2021-03-25 00:00:00;309;1;RENAULT                            
2021-03-25 00:00:00;427;2;HYUNDAI                            
2021-03-25 00:00:00;1;2;OTHERS
2021-03-25 00:00:00;3;2;MAN
2021-03-25 00:00:00;714;1;VOLKSWAGEN                         
2021-03-25 00:00:00;113;2;JEEP
2021-03-25 00:00:00;19;1;PEUGEOT                            
2021-03-25 00:00:00;31;2;BMW                             
2021-03-25 00:00:00;645;2;FIAT                               
2021-03-25 00:00:00;805;1;FIAT                               
2021-03-25 00:00:00;5;2;MARCOPOLO
2021-03-25 00:00:00;72;1;CITROEN                            
2021-03-25 00:00:00;21;2;AUDI                               
2021-03-25 00:00:00;41;2;PEUGEOT                            
2021-03-25 00:00:00;233;2;RENAULT                            
2021-03-25 00:00:00;28;2;DAF
2021-03-25 00:00:00;5;2;JAC
2021-03-25 00:00:00;172;1;TOYOTA                             
2021-03-25 00:00:00;889;2;VOLKSWAGEN                         
2021-03-25 00:00:00;61;1;HONDA                              
2021-03-25 00:00:00;423;1;GENERAL MOTORS                     
2021-03-25 00:00:00;77;1;CHERY
2021-03-25 00:00:00;296;1;HYUNDAI                            
2021-03-25 00:00:00;5;1;IVECO                              
2021-03-25 00:00:00;19;2;LAND ROVER                         
2021-03-25 00:00:00;113;1;NISSAN                             
2021-03-25 00:00:00;485;1;JEEP
2021-03-25 00:00:00;14;1;MITSUBISHI                         
2021-03-25 00:00:00;1;2;FERCAR
2021-03-25 00:00:00;16;2;CITROEN                            
2021-03-25 00:00:00;4;1;SCANIA                             
2021-03-25 00:00:00;93;2;FORD
2021-03-25 00:00:00;427;2;TOYOTA                             
2021-03-25 00:00:00;1;1;MINI
2021-03-25 00:00:00;28;2;IVECO                              
2021-03-25 00:00:00;61;2;MITSUBISHI                         
2021-03-25 00:00:00;182;2;MERCEDES-BENZ                      
2021-03-25 00:00:00;5;1;VOLVO                              
2021-03-25 00:00:00;2;2;TROLLER
2021-03-25 00:00:00;9;1;BMW                             
2021-03-25 00:00:00;17;2;KIA                                
2021-03-25 00:00:00;131;2;NISSAN                             
2021-03-25 00:00:00;96;2;SCANIA                             
2021-03-25 00:00:00;81;2;CHERY
2021-03-25 00:00:00;541;2;GENERAL MOTORS                     
2021-03-25 00:00:00;51;1;FORD
2021-03-25 00:00:00;27;2;PORSCHE                            
2021-03-26 00:00:00;8;1;CITROEN                            
2021-03-26 00:00:00;22;2;LAND ROVER                         
2021-03-26 00:00:00;11;2;PORSCHE                            
2021-03-26 00:00:00;435;2;TOYOTA                             
2021-03-26 00:00:00;1;2;SUZUKI                             
2021-03-26 00:00:00;451;2;GENERAL MOTORS                     
2021-03-26 00:00:00;1;2;FERRARI                            
2021-03-26 00:00:00;74;1;CHERY
2021-03-26 00:00:00;20;1;BMW                             
2021-03-26 00:00:00;227;2;RENAULT                            
2021-03-26 00:00:00;2;2;OTHERS
2021-03-26 00:00:00;69;1;PEUGEOT                            
2021-03-26 00:00:00;8;2;TROLLER
2021-03-26 00:00:00;721;2;VOLKSWAGEN                         
2021-03-26 00:00:00;68;1;HONDA                              
2021-03-26 00:00:00;46;2;MITSUBISHI                         
2021-03-26 00:00:00;3;2;FOTON
2021-03-26 00:00:00;1;2;ROLLS ROYCE                        
2021-03-26 00:00:00;125;2;NISSAN                             
2021-03-26 00:00:00;13;2;DAF
2021-03-26 00:00:00;11;2;KIA                                
2021-03-26 00:00:00;507;2;FIAT                               
2021-03-26 00:00:00;139;1;RENAULT                            
2021-03-26 00:00:00;26;1;MERCEDES-BENZ                      
2021-03-26 00:00:00;82;2;CHERY
2021-03-26 00:00:00;4;2;MINI
2021-03-26 00:00:00;3;1;SCANIA                             
2021-03-26 00:00:00;118;2;VOLVO                              
2021-03-26 00:00:00;267;1;NISSAN                             
2021-03-26 00:00:00;60;1;TOYOTA                             
2021-03-26 00:00:00;4;2;JAC
2021-03-26 00:00:00;2;2;EFFA MOTORS
2021-03-26 00:00:00;86;2;SCANIA                             
2021-03-26 00:00:00;35;2;IVECO                              
2021-03-26 00:00:00;2;2;FERCAR
2021-03-26 00:00:00;10;2;AUDI                               
2021-03-26 00:00:00;529;1;VOLKSWAGEN                         
2021-03-26 00:00:00;9;1;MITSUBISHI                         
2021-03-26 00:00:00;16;1;IVECO                              
2021-03-26 00:00:00;1;2;DODGE                              
2021-03-26 00:00:00;101;2;MERCEDES-BENZ                      
2021-03-26 00:00:00;752;1;FIAT                               
2021-03-26 00:00:00;441;1;GENERAL MOTORS                     
2021-03-26 00:00:00;24;2;CITROEN                            
2021-03-26 00:00:00;419;2;HYUNDAI                            
2021-03-26 00:00:00;334;1;JEEP
2021-03-26 00:00:00;5;1;VOLVO                              
2021-03-26 00:00:00;1;2;JAGUAR                             
2021-03-26 00:00:00;39;2;PEUGEOT                            
2021-03-26 00:00:00;1;2;BUICK                              
2021-03-26 00:00:00;1;1;DAF
2021-03-26 00:00:00;65;1;FORD
2021-03-26 00:00:00;121;2;FORD
